number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
17390,closed,Closes #17389. Fix issue in \yii\validators\UniqueValidator,garthpmurray,"Set with and joinwith to null to prevent relation loading_x000D_
_x000D_
Signed-off-by: Garth Murray <garthpmurray@gmail.com>_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17389_x000D_
",2019-06-21 15:37:31+00:00,2019-07-17T00:53:03Z,2019-07-02T17:50:54Z,True,2,4,9,38,0,3,6,2019-07-02 17:50:54+00:00,59.0,343,True,False,False,False,False,False,28,2,651,856.0,709.0,147.0,2.0,9.0,2.0,2.0,2019-06-22T08:45:07Z,yii2
17394,closed,Update Estonian translation,stevekr,,2019-06-25 07:58:11+00:00,2019-06-25T08:13:59Z,2019-06-25T08:12:04Z,True,1,0,1,119,86,1,1,2019-06-25 08:12:04+00:00,27.0,0,False,False,False,False,False,False,1,1,16,205.0,119.0,86.0,1.0,1.0,1.0,1.0,2019-06-25T08:12:08Z,yii2
17396,closed,Update Action.php. Add 'invoked by ' to the debug message.,alexkart,"Add 'invoked by <controller>' to the debug message when `\yii\base\Action` is used._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | -_x000D_
_x000D_
When `InlineAction` is used debug message looks like this:_x000D_
```_x000D_
Running action: User\Account\App\Controller\InfoController::actionPhoto()_x000D_
```_x000D_
But for `\yii\base\Action` it logs only action class name and doesn't log controller class name, it's useful to see the controller name which invoked the action like this:_x000D_
_x000D_
```_x000D_
Running action: App\Domain\Web\Actions\ListRecords::run(), invoked by Report\App\Controller\Frontend\LibraryController_x000D_
```",2019-06-26 14:05:05+00:00,2019-06-28T09:07:55Z,2019-06-27T22:50:45Z,True,1,0,4,2,1,2,2,2019-06-27 22:50:45+00:00,58.0,799,False,True,False,False,False,False,5,1,16,10.0,6.0,4.0,2.0,4.0,1.0,1.0,2019-06-27T22:50:47Z,yii2
17398,closed,Issue #17341 Re-add fix for yii.activeForm.js in strict mode,mikehaertl,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | should_x000D_
| Fixed issues  | #17341_x000D_
",2019-06-27 07:14:15+00:00,2020-08-08T06:55:36Z,2019-06-27T07:44:14Z,True,1,0,1,3,2,2,1,2019-06-27 07:44:14+00:00,60.0,205,False,False,False,False,False,False,2,1,19,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2019-06-27T07:44:16Z,yii2
17399,closed,Closes #17395 actions with underscores,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17395_x000D_
",2019-06-28 12:38:15+00:00,2019-07-08T11:06:12Z,2019-07-08T10:46:44Z,True,5,15,12,101,4,6,21,2019-07-08 10:46:44+00:00,38.0,202,True,False,False,False,False,False,57,5,310,929.0,820.0,109.0,2.0,12.0,2.0,5.0,2019-06-28T12:47:34Z,yii2
17402,closed,Closes #17325. Add view detection for MySQL.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17325",2019-06-28 17:20:52+00:00,2019-07-01T12:47:53Z,2019-06-30T16:53:51Z,True,5,3,6,57,4,4,8,2019-06-30 16:53:51+00:00,44.0,194,True,False,False,False,False,False,10,5,1603,84.0,72.0,12.0,3.0,6.0,3.0,5.0,2019-06-28T18:15:17Z,yii2
17403,closed,Fix DISTINCT ON query generation,brandonkelly,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17384",2019-06-28 20:41:02+00:00,2021-02-16T12:13:46Z,2019-06-28T21:05:23Z,True,1,0,1,8,1,3,1,2019-06-28 21:05:23+00:00,32.0,194,True,False,False,False,False,False,3,1,19,9.0,8.0,1.0,1.0,1.0,1.0,1.0,2019-06-28T21:05:29Z,yii2
17408,closed,Closes #17057. MSSQL quoted tables.,alexkart,"Fix issues with table names that contain special characters or keywords in MSSQL._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17057_x000D_
",2019-07-02 09:48:25+00:00,2019-07-02T15:02:22Z,2019-07-02T11:41:57Z,True,7,10,6,122,10,6,18,2019-07-02 11:41:57+00:00,35.0,299,True,False,False,False,False,False,13,7,776,145.0,128.0,17.0,2.0,6.0,2.0,7.0,2019-07-02T11:42:01Z,yii2
17409,closed,Closes #17057. `findTableNames` should return quoted table names.,alexkart,"_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #17057_x000D_
",2019-07-02 13:49:33+00:00,2019-07-03T08:45:18Z,2019-07-02T14:03:27Z,True,1,0,1,5,1,1,1,2019-07-02 14:03:27+00:00,65.0,206,False,False,False,False,False,False,1,1,16,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2019-07-02T14:03:29Z,yii2
1741,closed,Debug module improved,Ragazzo,"Added panel interface.
",2014-01-02 18:49:22+00:00,2014-01-02T19:14:41Z,,False,2,0,2,52,1,2,2,2014-01-02 19:13:18+00:00,21.0,23,False,True,False,False,True,False,2,2,179,55.0,53.0,2.0,1.0,2.0,2.0,2.0,2014-01-02T19:13:18Z,yii2
17410,closed,Add MSSQL tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ❌_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
",2019-07-03 13:22:55+00:00,2019-07-04T13:31:20Z,2019-07-04T12:51:02Z,True,1,0,2,191,7,13,1,2019-07-04 12:51:02+00:00,15.0,191,True,False,False,False,False,False,13,1,19,214.0,199.0,15.0,1.0,2.0,1.0,1.0,2019-07-04T12:51:05Z,yii2
17413,closed,MSSQL: fix tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #15880_x000D_
",2019-07-05 14:08:41+00:00,2019-07-09T11:51:13Z,2019-07-09T08:47:55Z,True,5,0,5,72,38,4,6,2019-07-09 08:47:55+00:00,16.0,198,True,False,False,False,False,False,8,5,255,160.0,97.0,63.0,1.0,5.0,2.0,5.0,2019-07-08T10:58:11Z,yii2
17418,closed,MSSQL: fix tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #17413, #17418_x000D_
",2019-07-09 13:53:18+00:00,2019-07-10T14:37:51Z,2019-07-10T14:30:42Z,True,4,0,10,105,84,7,4,2019-07-10 14:30:42+00:00,16.0,206,True,False,False,False,False,False,20,4,1030,386.0,238.0,148.0,2.0,10.0,2.0,4.0,2019-07-10T09:04:34Z,yii2
17419,closed,fix to call static method of an interface defined in DI Container,albertborsos,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
_x000D_
Context:_x000D_
I use the DI container to use ARs through repositories. Every AR related methods are exists only in the repositories._x000D_
_x000D_
In a form model, i would like to validate a uniqueness of an attribute:_x000D_
_x000D_
```php_x000D_
    public function rules()_x000D_
    {_x000D_
        return [_x000D_
            [['name'], 'unique', 'targetClass' => \app\models\mysql\Singer::class, 'targetAttribute' => 'name'],_x000D_
        ];_x000D_
    }_x000D_
```_x000D_
But I do not want to burn in the mysql AR class to my rules, so I would like to use the `dataModelClass` interface method of the repository which is in use:_x000D_
_x000D_
```php_x000D_
    public function rules()_x000D_
    {_x000D_
        return [_x000D_
            [['name'], 'unique', 'targetClass' => Yii::createObject([SingerRepositoryInterface::class, 'dataModelName']), 'targetAttribute' => 'name'],_x000D_
        ];_x000D_
    }_x000D_
```_x000D_
_x000D_
Now it is only possible with a hack:_x000D_
_x000D_
```php_x000D_
    public function rules()_x000D_
    {_x000D_
        $repository = \Yii::createObject(SingerRepositoryInterface::class);_x000D_
        $targetClass = call_user_func([get_class($repository), 'dataModelClass']);_x000D_
        return [_x000D_
            [['name'], 'unique', 'targetClass' => $targetClass, 'targetAttribute' => 'name'],_x000D_
        ];_x000D_
    }_x000D_
```_x000D_
_x000D_
But I extended the `BaseYii::createObject()` method, so now it is working as the desired way._x000D_
_x000D_
What do you think?_x000D_
",2019-07-09 15:09:10+00:00,2019-07-16T17:23:21Z,,False,7,0,6,41,1,5,7,2019-07-16 17:22:58+00:00,65.0,1748,True,False,False,False,False,False,28,7,827,808.0,496.0,312.0,2.0,6.0,2.0,7.0,2019-07-09T19:18:59Z,yii2
17420,closed,MSSQL: Fix loading of column default values.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | Maybe, if using incorrectly loaded default values_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
",2019-07-10 11:10:33+00:00,2019-07-10T14:37:56Z,2019-07-10T14:29:11Z,True,2,0,4,81,12,6,2,2019-07-10 14:29:11+00:00,44.0,240,True,False,False,False,False,False,6,2,68,93.0,81.0,12.0,1.0,4.0,2.0,2.0,2019-07-10T14:14:00Z,yii2
17422,open,"Remove ""{{%"" and ""}}"" of junction",desenvolvedorindie,"It's really necessary_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️",2019-07-10 18:43:50+00:00,2019-09-17T22:29:33Z,,False,6,0,2,2,2,1,6,,33.0,195,True,False,False,False,False,False,69,6,1120,2791.0,2229.0,562.0,2.0,2.0,5.0,6.0,2019-07-10T19:20:54Z,yii2
17425,closed,Update start-workflow.md: fix excess line break and,mikhailpashkov,"_Fixed issues:__x000D_
excess line break_x000D_
_Additions:__x000D_
""самого"" added for better understanding.",2019-07-11 12:36:27+00:00,2019-07-11T12:46:43Z,2019-07-11T12:46:36Z,True,1,0,1,1,2,1,1,2019-07-11 12:46:36+00:00,51.0,108,False,False,False,False,False,False,1,1,11,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2019-07-11T12:46:39Z,yii2
17426,closed,MSSQL: fix tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
",2019-07-11 13:38:32+00:00,2019-07-12T09:24:08Z,2019-07-11T16:39:47Z,True,1,5,14,171,99,7,6,2019-07-11 16:39:47+00:00,16.0,192,True,False,False,False,False,False,17,1,29,277.0,174.0,103.0,2.0,14.0,1.0,1.0,2019-07-11T16:39:53Z,yii2
1743,closed,Yii2 faker integration,Ragazzo,"Faker integration for Yii2. Ready for review. Sorry for big number of commits, but almost all of them about `README.md`, because of it is very important to have good docs.
Related with this PR - https://github.com/yiisoft/yii2/pull/1527
",2014-01-02 20:06:28+00:00,2014-06-13T07:55:16Z,2014-01-03T03:35:13Z,True,20,28,13,755,0,7,48,2014-01-03 03:35:13+00:00,22.0,237,False,False,False,False,False,False,16,20,4032,891.0,823.0,68.0,1.0,13.0,3.0,20.0,2014-01-02T20:09:27Z,yii2
17430,closed,Added type null to @return annotation of IdentityInterface::findIdentity* methods,t-kanstantsin,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ❌_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
",2019-07-12 11:05:16+00:00,2019-07-12T11:15:41Z,2019-07-12T11:15:25Z,True,1,0,1,2,2,1,1,2019-07-12 11:15:25+00:00,81.0,137,False,False,False,False,False,False,1,1,16,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2019-07-12T11:15:36Z,yii2
17431,closed,MSSQL: fix tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
",2019-07-12 13:19:04+00:00,2019-07-15T09:25:01Z,2019-07-12T23:27:48Z,True,1,5,16,54,83,6,6,2019-07-12 23:27:48+00:00,16.0,192,True,False,False,False,False,False,27,1,16,434.0,238.0,196.0,1.0,16.0,1.0,1.0,2019-07-12T23:27:54Z,yii2
17432,open,Fixed selectOption position in build select query,kikimor,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌, but may be for some users_x000D_
| Tests pass?   | ✔️_x000D_
_x000D_
The existing implementation of select queries building has got a flaw. If you are using the distinct() the query may be built incorrectly. For example for Oracle it does not allow to use database hints together with a distinct(), because order are matter._x000D_
_x000D_
Query:_x000D_
```Table::find()->distinct()->select(['t.COLUMN'], '/*+INDEX (""t"" I_UK)*/')```_x000D_
built as:_x000D_
```SELECT DISTINCT /*+INDEX (""t"" I_UK)*/ ""t"".""COLUMN"" FROM ""SCHEMA"".""TABLE""```_x000D_
_x000D_
After changes built this query as:_x000D_
```SELECT /*+INDEX (""t"" I_UK)*/ DISTINCT ""t"".""COLUMN"" FROM ""SCHEMA"".""TABLE""```_x000D_
",2019-07-15 07:21:28+00:00,2019-09-17T22:29:56Z,,False,1,0,1,4,3,1,1,,49.0,811,False,False,False,False,False,False,1,1,632,7.0,4.0,3.0,1.0,1.0,1.0,1.0,2019-07-16T09:10:56Z,yii2
17433,closed,"Closes #10023. Fix MSSQL ""There are no more rows"" exception",alexkart,"when using `each()` and `batch()`_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #10023_x000D_
",2019-07-15 10:56:37+00:00,2019-07-16T11:49:08Z,2019-07-15T20:00:52Z,True,3,0,3,29,39,3,3,2019-07-15 20:00:52+00:00,59.0,247,True,False,False,False,False,False,5,3,98,68.0,29.0,39.0,2.0,3.0,2.0,3.0,2019-07-15T11:27:01Z,yii2
17435,closed,MSSQL: fix `i18n_init` migration,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
_x000D_
Fixed `m150207_210500_i18n_init.php` migration for MSSQL as there is no `RESTRICT` constraint in MSSQL. The equivalent is `NO ACTION`._x000D_
Added `\yiiunit\framework\db\mssql\DbMessageSourceTest` for testing this migration._x000D_
_x000D_
Also, changed `batchInsert()` to the `message` table in this test to single inserts as `batchInsert()` incorrectly inserts russian text into the table._x000D_
```sql_x000D_
INSERT INTO [message] ([id], [language], [translation])_x000D_
VALUES (2, 'ru', 'Собака бегает быстро.'),_x000D_
       (5, 'ru', 'На диване {n, plural, =0{нет кошек} =1{лежит одна кошка} one{лежит # кошка} few{лежит # кошки} many{лежит # кошек} other{лежит # кошки}}!')_x000D_
```_x000D_
Strings should be repended with `N`:_x000D_
```sql_x000D_
INSERT INTO [message] ([id], [language], [translation])_x000D_
VALUES (2, 'ru', N'Собака бегает быстро.'),_x000D_
       (5, 'ru', N'На диване {n, plural, =0{нет кошек} =1{лежит одна кошка} one{лежит # кошка} few{лежит # кошки} many{лежит # кошек} other{лежит # кошки}}!')_x000D_
```_x000D_
or maybe use prepared statement. Should be a separate issue.",2019-07-15 13:53:08+00:00,2019-07-16T11:49:13Z,2019-07-15T20:05:26Z,True,1,0,3,41,18,4,1,2019-07-15 20:05:26+00:00,32.0,1312,True,False,False,False,False,False,6,1,19,127.0,70.0,57.0,2.0,3.0,1.0,1.0,2019-07-15T20:05:29Z,yii2
17436,open,Container::get() merge by ArrayHelper::merge(),DrDeath72,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ✔️_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #14821_x000D_
",2019-07-16 10:36:30+00:00,2019-07-30T10:11:29Z,,False,7,0,2,7,2,1,7,,46.0,199,False,False,False,False,False,False,2,7,1107,11.0,8.0,3.0,1.0,2.0,3.0,7.0,2019-07-16T10:40:14Z,yii2
17438,closed,Verifying error code instead of message.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #10023 _x000D_
_x000D_
See https://github.com/yiisoft/yii2/commit/25cf33183902ca18e3b33d5af15af7922dc67147#r34311495_x000D_
",2019-07-16 14:15:26+00:00,2019-07-17T11:03:04Z,2019-07-16T17:40:20Z,True,1,0,1,3,2,1,1,2019-07-16 17:40:20+00:00,40.0,308,False,False,False,False,False,False,1,1,19,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2019-07-16T17:40:22Z,yii2
17441,closed,update,chinassx,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️/❌_x000D_
| New feature?  | ✔️/❌_x000D_
| Breaks BC?    | ✔️/❌_x000D_
| Tests pass?   | ✔️/❌_x000D_
| Fixed issues  | comma-separated list of tickets # fixed by the PR, if any_x000D_
",2019-07-17 07:49:01+00:00,2019-07-17T08:09:35Z,,False,1,0,480,9544,9564,314,1,2019-07-17 08:09:14+00:00,6.0,259,False,False,False,False,False,False,90,1,59,6912.0,3558.0,3354.0,6.0,30.0,1.0,1.0,2019-07-17T08:09:35Z,yii2
17442,closed,Abort dev app installation process if error occurred during cloning.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | _x000D_
_x000D_
If it can't clone fork repository it continues the installation process and throws an exception: `PHP Warning 'yii\base\ErrorException' with message 'chdir(): No such file or directory (errno 2)'`",2019-07-17 09:55:59+00:00,2019-07-17T11:02:29Z,2019-07-17T10:52:13Z,True,1,0,1,5,1,1,1,2019-07-17 10:52:14+00:00,68.0,396,False,False,False,False,False,False,1,1,16,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2019-07-17T10:52:15Z,yii2
17443,closed,MSSQL: fix quoting of column names with dots,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #10020_x000D_
",2019-07-17 13:08:26+00:00,2019-07-18T08:54:16Z,2019-07-17T13:46:32Z,True,1,0,4,17,1,3,1,2019-07-17 13:46:32+00:00,44.0,198,True,False,False,False,False,False,5,1,19,26.0,23.0,3.0,1.0,4.0,1.0,1.0,2019-07-17T13:46:36Z,yii2
17445,closed,Improve travis config,samdark,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ❌_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ?_x000D_
| Fixed issues  | -_x000D_
",2019-07-17 16:24:39+00:00,2019-07-17T16:45:34Z,,False,0,0,1,5,7,1,0,2019-07-17 16:45:34+00:00,21.0,191,False,False,False,False,False,False,1,0,0,12.0,5.0,7.0,1.0,1.0,,,,yii2
17446,closed,User::loginRequired subdomain support,alex-code,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ✔️_x000D_
| Fixed issues  | #17424_x000D_
_x000D_
Use absolute url in `User::loginRequired` `returnUrl` to allow redirecting to subdomains on login.",2019-07-18 08:02:30+00:00,2019-07-18T08:48:40Z,2019-07-18T08:46:05Z,True,1,0,2,2,1,2,1,2019-07-18 08:46:05+00:00,37.0,277,False,False,False,False,False,False,2,1,19,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2019-07-18T08:46:08Z,yii2
17447,closed,Closes #17219. MSSQL: fix quoting of table names with spaces,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | ✔️_x000D_
| New feature?  | ❌_x000D_
| Breaks BC?    | ❌_x000D_
| Tests pass?   | ✔️_x000D_
| Fixed issues  | #17219_x000D_
",2019-07-18 12:09:40+00:00,2019-07-19T21:54:36Z,2019-07-19T10:48:58Z,True,1,1,3,77,13,5,2,2019-07-19 10:48:58+00:00,60.0,198,True,False,False,False,False,False,8,1,19,102.0,83.0,19.0,1.0,3.0,1.0,1.0,2019-07-19T10:49:02Z,yii2
1745,closed,Split Session class into Session and SessionHandler,nineinchnick,"Resolves #1476 by extracting some methods from Session and derivatives into separate handler classes.

It gives the ability to use an existing class implementing SessionHandlerInterface when it can't be modified to extend the ones provided by Yii.
Also, it's more visible what features does the Yii's Session component provides over a mere handler.

At the same time, the changes are not significant and I don't feel strongly about this. Maybe let it sink in for some time.

Request for comment on:
- should the _owner_ property be left as it is?
- should anything be moved between matching *Session and *SessionHandler classes? I left it as it is to keep the handlers simpler and not to create duplicate code.
- shouldn't DbSession's sessionTable property contain table prefix?

Sorry for no benchmark results.
",2014-01-02 22:16:35+00:00,2014-01-03T15:49:28Z,,False,12,7,4,266,251,8,19,2014-01-03 15:49:28+00:00,51.0,812,True,False,False,False,False,False,11,12,5626,869.0,442.0,427.0,1.0,4.0,4.0,12.0,2014-01-03T02:56:55Z,yii2
